replicate,scientist_work,n,p_hat
3611,Doesn't benefit,9,0.18
3612,Doesn't benefit,8,0.16
3613,Doesn't benefit,10,0.2
3614,Doesn't benefit,12,0.24
3615,Doesn't benefit,12,0.24
3616,Doesn't benefit,5,0.1
3617,Doesn't benefit,7,0.14
3618,Doesn't benefit,11,0.22
3619,Doesn't benefit,11,0.22
3620,Doesn't benefit,13,0.26
3621,Doesn't benefit,20,0.4
3622,Doesn't benefit,9,0.18
3623,Doesn't benefit,13,0.26
3624,Doesn't benefit,15,0.3
3625,Doesn't benefit,8,0.16
3626,Doesn't benefit,9,0.18
3627,Doesn't benefit,9,0.18
3628,Doesn't benefit,10,0.2
3629,Doesn't benefit,12,0.24
3630,Doesn't benefit,7,0.14
3631,Doesn't benefit,13,0.26
3632,Doesn't benefit,14,0.28
3633,Doesn't benefit,7,0.14
3634,Doesn't benefit,13,0.26
3635,Doesn't benefit,11,0.22
3636,Doesn't benefit,11,0.22
3637,Doesn't benefit,11,0.22
3638,Doesn't benefit,10,0.2
3639,Doesn't benefit,7,0.14
3640,Doesn't benefit,9,0.18
3641,Doesn't benefit,14,0.28
3642,Doesn't benefit,11,0.22
3643,Doesn't benefit,8,0.16
3644,Doesn't benefit,10,0.2
3645,Doesn't benefit,12,0.24
3646,Doesn't benefit,8,0.16
3647,Doesn't benefit,8,0.16
3648,Doesn't benefit,7,0.14
3649,Doesn't benefit,9,0.18
3650,Doesn't benefit,9,0.18
3651,Doesn't benefit,10,0.2
3652,Doesn't benefit,11,0.22
3653,Doesn't benefit,7,0.14
3654,Doesn't benefit,10,0.2
3655,Doesn't benefit,12,0.24
3656,Doesn't benefit,8,0.16
3657,Doesn't benefit,9,0.18
3658,Doesn't benefit,16,0.32
3659,Doesn't benefit,7,0.14
3660,Doesn't benefit,8,0.16
3661,Doesn't benefit,9,0.18
3662,Doesn't benefit,14,0.28
3663,Doesn't benefit,9,0.18
3664,Doesn't benefit,10,0.2
3665,Doesn't benefit,8,0.16
3666,Doesn't benefit,7,0.14
3667,Doesn't benefit,13,0.26
3668,Doesn't benefit,11,0.22
3669,Doesn't benefit,6,0.12
3670,Doesn't benefit,5,0.1
3671,Doesn't benefit,17,0.34
3672,Doesn't benefit,10,0.2
3673,Doesn't benefit,7,0.14
3674,Doesn't benefit,12,0.24
3675,Doesn't benefit,13,0.26
3676,Doesn't benefit,14,0.28
3677,Doesn't benefit,11,0.22
3678,Doesn't benefit,5,0.1
3679,Doesn't benefit,10,0.2
3680,Doesn't benefit,11,0.22
3681,Doesn't benefit,11,0.22
3682,Doesn't benefit,12,0.24
3683,Doesn't benefit,13,0.26
3684,Doesn't benefit,10,0.2
3685,Doesn't benefit,11,0.22
3686,Doesn't benefit,10,0.2
3687,Doesn't benefit,9,0.18
3688,Doesn't benefit,10,0.2
3689,Doesn't benefit,6,0.12
3690,Doesn't benefit,9,0.18
3691,Doesn't benefit,9,0.18
3692,Doesn't benefit,8,0.16
3693,Doesn't benefit,9,0.18
3694,Doesn't benefit,10,0.2
3695,Doesn't benefit,8,0.16
3696,Doesn't benefit,16,0.32
3697,Doesn't benefit,8,0.16
3698,Doesn't benefit,12,0.24
3699,Doesn't benefit,9,0.18
3700,Doesn't benefit,16,0.32
3701,Doesn't benefit,17,0.34
3702,Doesn't benefit,5,0.1
3703,Doesn't benefit,11,0.22
3704,Doesn't benefit,9,0.18
3705,Doesn't benefit,6,0.12
3706,Doesn't benefit,8,0.16
3707,Doesn't benefit,14,0.28
3708,Doesn't benefit,9,0.18
3709,Doesn't benefit,9,0.18
3710,Doesn't benefit,10,0.2
3711,Doesn't benefit,11,0.22
3712,Doesn't benefit,12,0.24
3713,Doesn't benefit,8,0.16
3714,Doesn't benefit,9,0.18
3715,Doesn't benefit,7,0.14
3716,Doesn't benefit,10,0.2
3717,Doesn't benefit,8,0.16
3718,Doesn't benefit,11,0.22
3719,Doesn't benefit,8,0.16
3720,Doesn't benefit,10,0.2
3721,Doesn't benefit,10,0.2
3722,Doesn't benefit,12,0.24
3723,Doesn't benefit,8,0.16
3724,Doesn't benefit,9,0.18
3725,Doesn't benefit,10,0.2
3726,Doesn't benefit,14,0.28
3727,Doesn't benefit,11,0.22
3728,Doesn't benefit,7,0.14
3729,Doesn't benefit,7,0.14
3730,Doesn't benefit,9,0.18
3731,Doesn't benefit,5,0.1
3732,Doesn't benefit,11,0.22
3733,Doesn't benefit,11,0.22
3734,Doesn't benefit,8,0.16
3735,Doesn't benefit,12,0.24
3736,Doesn't benefit,11,0.22
3737,Doesn't benefit,14,0.28
3738,Doesn't benefit,16,0.32
3739,Doesn't benefit,12,0.24
3740,Doesn't benefit,9,0.18
3741,Doesn't benefit,9,0.18
3742,Doesn't benefit,12,0.24
3743,Doesn't benefit,5,0.1
3744,Doesn't benefit,7,0.14
3745,Doesn't benefit,10,0.2
3746,Doesn't benefit,9,0.18
3747,Doesn't benefit,13,0.26
3748,Doesn't benefit,13,0.26
3749,Doesn't benefit,9,0.18
3750,Doesn't benefit,11,0.22
3751,Doesn't benefit,6,0.12
3752,Doesn't benefit,10,0.2
3753,Doesn't benefit,13,0.26
3754,Doesn't benefit,17,0.34
3755,Doesn't benefit,7,0.14
3756,Doesn't benefit,9,0.18
3757,Doesn't benefit,9,0.18
3758,Doesn't benefit,10,0.2
3759,Doesn't benefit,7,0.14
3760,Doesn't benefit,9,0.18
3761,Doesn't benefit,12,0.24
3762,Doesn't benefit,7,0.14
3763,Doesn't benefit,9,0.18
3764,Doesn't benefit,16,0.32
3765,Doesn't benefit,14,0.28
3766,Doesn't benefit,10,0.2
3767,Doesn't benefit,11,0.22
3768,Doesn't benefit,10,0.2
3769,Doesn't benefit,12,0.24
3770,Doesn't benefit,13,0.26
3771,Doesn't benefit,10,0.2
3772,Doesn't benefit,7,0.14
3773,Doesn't benefit,11,0.22
3774,Doesn't benefit,13,0.26
3775,Doesn't benefit,10,0.2
3776,Doesn't benefit,12,0.24
3777,Doesn't benefit,9,0.18
3778,Doesn't benefit,11,0.22
3779,Doesn't benefit,10,0.2
3780,Doesn't benefit,5,0.1
3781,Doesn't benefit,8,0.16
3782,Doesn't benefit,9,0.18
3783,Doesn't benefit,6,0.12
3784,Doesn't benefit,14,0.28
3785,Doesn't benefit,10,0.2
3786,Doesn't benefit,9,0.18
3787,Doesn't benefit,12,0.24
3788,Doesn't benefit,10,0.2
3789,Doesn't benefit,10,0.2
3790,Doesn't benefit,10,0.2
3791,Doesn't benefit,11,0.22
3792,Doesn't benefit,7,0.14
3793,Doesn't benefit,8,0.16
3794,Doesn't benefit,12,0.24
3795,Doesn't benefit,9,0.18
3796,Doesn't benefit,13,0.26
3797,Doesn't benefit,9,0.18
3798,Doesn't benefit,11,0.22
3799,Doesn't benefit,11,0.22
3800,Doesn't benefit,10,0.2
3801,Doesn't benefit,13,0.26
3802,Doesn't benefit,5,0.1
3803,Doesn't benefit,4,0.08
3804,Doesn't benefit,12,0.24
3805,Doesn't benefit,7,0.14
3806,Doesn't benefit,12,0.24
3807,Doesn't benefit,6,0.12
3808,Doesn't benefit,9,0.18
3809,Doesn't benefit,13,0.26
3810,Doesn't benefit,10,0.2
3811,Doesn't benefit,9,0.18
3812,Doesn't benefit,11,0.22
3813,Doesn't benefit,6,0.12
3814,Doesn't benefit,17,0.34
3815,Doesn't benefit,15,0.3
3816,Doesn't benefit,8,0.16
3817,Doesn't benefit,7,0.14
3818,Doesn't benefit,8,0.16
3819,Doesn't benefit,6,0.12
3820,Doesn't benefit,12,0.24
3821,Doesn't benefit,8,0.16
3822,Doesn't benefit,9,0.18
3823,Doesn't benefit,5,0.1
3824,Doesn't benefit,14,0.28
3825,Doesn't benefit,13,0.26
3826,Doesn't benefit,12,0.24
3827,Doesn't benefit,13,0.26
3828,Doesn't benefit,7,0.14
3829,Doesn't benefit,11,0.22
3830,Doesn't benefit,6,0.12
3831,Doesn't benefit,14,0.28
3832,Doesn't benefit,8,0.16
3833,Doesn't benefit,13,0.26
3834,Doesn't benefit,10,0.2
3835,Doesn't benefit,8,0.16
3836,Doesn't benefit,6,0.12
3837,Doesn't benefit,11,0.22
3838,Doesn't benefit,7,0.14
3839,Doesn't benefit,11,0.22
3840,Doesn't benefit,6,0.12
3841,Doesn't benefit,12,0.24
3842,Doesn't benefit,8,0.16
3843,Doesn't benefit,5,0.1
3844,Doesn't benefit,8,0.16
3845,Doesn't benefit,7,0.14
3846,Doesn't benefit,8,0.16
3847,Doesn't benefit,8,0.16
3848,Doesn't benefit,5,0.1
3849,Doesn't benefit,17,0.34
3850,Doesn't benefit,11,0.22
3851,Doesn't benefit,8,0.16
3852,Doesn't benefit,14,0.28
3853,Doesn't benefit,10,0.2
3854,Doesn't benefit,6,0.12
3855,Doesn't benefit,9,0.18
3856,Doesn't benefit,11,0.22
3857,Doesn't benefit,12,0.24
3858,Doesn't benefit,9,0.18
3859,Doesn't benefit,4,0.08
3860,Doesn't benefit,12,0.24
3861,Doesn't benefit,12,0.24
3862,Doesn't benefit,11,0.22
3863,Doesn't benefit,12,0.24
3864,Doesn't benefit,6,0.12
3865,Doesn't benefit,11,0.22
3866,Doesn't benefit,7,0.14
3867,Doesn't benefit,4,0.08
3868,Doesn't benefit,14,0.28
3869,Doesn't benefit,11,0.22
3870,Doesn't benefit,8,0.16
3871,Doesn't benefit,13,0.26
3872,Doesn't benefit,8,0.16
3873,Doesn't benefit,14,0.28
3874,Doesn't benefit,13,0.26
3875,Doesn't benefit,6,0.12
3876,Doesn't benefit,7,0.14
3877,Doesn't benefit,11,0.22
3878,Doesn't benefit,8,0.16
3879,Doesn't benefit,5,0.1
3880,Doesn't benefit,5,0.1
3881,Doesn't benefit,8,0.16
3882,Doesn't benefit,12,0.24
3883,Doesn't benefit,7,0.14
3884,Doesn't benefit,6,0.12
3885,Doesn't benefit,11,0.22
3886,Doesn't benefit,12,0.24
3887,Doesn't benefit,10,0.2
3888,Doesn't benefit,11,0.22
3889,Doesn't benefit,7,0.14
3890,Doesn't benefit,14,0.28
3891,Doesn't benefit,8,0.16
3892,Doesn't benefit,13,0.26
3893,Doesn't benefit,12,0.24
3894,Doesn't benefit,11,0.22
3895,Doesn't benefit,14,0.28
3896,Doesn't benefit,7,0.14
3897,Doesn't benefit,10,0.2
3898,Doesn't benefit,8,0.16
3899,Doesn't benefit,8,0.16
3900,Doesn't benefit,19,0.38
3901,Doesn't benefit,9,0.18
3902,Doesn't benefit,7,0.14
3903,Doesn't benefit,5,0.1
3904,Doesn't benefit,7,0.14
3905,Doesn't benefit,10,0.2
3906,Doesn't benefit,8,0.16
3907,Doesn't benefit,13,0.26
3908,Doesn't benefit,11,0.22
3909,Doesn't benefit,13,0.26
3910,Doesn't benefit,5,0.1
3911,Doesn't benefit,10,0.2
3912,Doesn't benefit,10,0.2
3913,Doesn't benefit,16,0.32
3914,Doesn't benefit,11,0.22
3915,Doesn't benefit,7,0.14
3916,Doesn't benefit,11,0.22
3917,Doesn't benefit,10,0.2
3918,Doesn't benefit,13,0.26
3919,Doesn't benefit,8,0.16
3920,Doesn't benefit,9,0.18
3921,Doesn't benefit,12,0.24
3922,Doesn't benefit,9,0.18
3923,Doesn't benefit,12,0.24
3924,Doesn't benefit,11,0.22
3925,Doesn't benefit,8,0.16
3926,Doesn't benefit,10,0.2
3927,Doesn't benefit,10,0.2
3928,Doesn't benefit,8,0.16
3929,Doesn't benefit,9,0.18
3930,Doesn't benefit,14,0.28
3931,Doesn't benefit,15,0.3
3932,Doesn't benefit,6,0.12
3933,Doesn't benefit,10,0.2
3934,Doesn't benefit,8,0.16
3935,Doesn't benefit,8,0.16
3936,Doesn't benefit,8,0.16
3937,Doesn't benefit,11,0.22
3938,Doesn't benefit,11,0.22
3939,Doesn't benefit,16,0.32
3940,Doesn't benefit,8,0.16
3941,Doesn't benefit,13,0.26
3942,Doesn't benefit,10,0.2
3943,Doesn't benefit,11,0.22
3944,Doesn't benefit,17,0.34
3945,Doesn't benefit,3,0.06
3946,Doesn't benefit,8,0.16
3947,Doesn't benefit,10,0.2
3948,Doesn't benefit,11,0.22
3949,Doesn't benefit,11,0.22
3950,Doesn't benefit,16,0.32
3951,Doesn't benefit,12,0.24
3952,Doesn't benefit,7,0.14
3953,Doesn't benefit,8,0.16
3954,Doesn't benefit,11,0.22
3955,Doesn't benefit,13,0.26
3956,Doesn't benefit,11,0.22
3957,Doesn't benefit,12,0.24
3958,Doesn't benefit,7,0.14
3959,Doesn't benefit,9,0.18
3960,Doesn't benefit,13,0.26
3961,Doesn't benefit,8,0.16
3962,Doesn't benefit,13,0.26
3963,Doesn't benefit,11,0.22
3964,Doesn't benefit,7,0.14
3965,Doesn't benefit,10,0.2
3966,Doesn't benefit,7,0.14
3967,Doesn't benefit,17,0.34
3968,Doesn't benefit,10,0.2
3969,Doesn't benefit,6,0.12
3970,Doesn't benefit,13,0.26
3971,Doesn't benefit,9,0.18
3972,Doesn't benefit,9,0.18
3973,Doesn't benefit,17,0.34
3974,Doesn't benefit,10,0.2
3975,Doesn't benefit,11,0.22
3976,Doesn't benefit,14,0.28
3977,Doesn't benefit,13,0.26
3978,Doesn't benefit,13,0.26
3979,Doesn't benefit,10,0.2
3980,Doesn't benefit,8,0.16
3981,Doesn't benefit,8,0.16
3982,Doesn't benefit,6,0.12
3983,Doesn't benefit,6,0.12
3984,Doesn't benefit,8,0.16
3985,Doesn't benefit,10,0.2
3986,Doesn't benefit,12,0.24
3987,Doesn't benefit,12,0.24
3988,Doesn't benefit,10,0.2
3989,Doesn't benefit,10,0.2
3990,Doesn't benefit,8,0.16
3991,Doesn't benefit,7,0.14
3992,Doesn't benefit,12,0.24
3993,Doesn't benefit,10,0.2
3994,Doesn't benefit,12,0.24
3995,Doesn't benefit,9,0.18
3996,Doesn't benefit,13,0.26
3997,Doesn't benefit,6,0.12
3998,Doesn't benefit,4,0.08
3999,Doesn't benefit,16,0.32
4000,Doesn't benefit,13,0.26
4001,Doesn't benefit,5,0.1
4002,Doesn't benefit,9,0.18
4003,Doesn't benefit,9,0.18
4004,Doesn't benefit,9,0.18
4005,Doesn't benefit,16,0.32
4006,Doesn't benefit,7,0.14
4007,Doesn't benefit,12,0.24
4008,Doesn't benefit,7,0.14
4009,Doesn't benefit,7,0.14
4010,Doesn't benefit,14,0.28
4011,Doesn't benefit,11,0.22
4012,Doesn't benefit,11,0.22
4013,Doesn't benefit,8,0.16
4014,Doesn't benefit,16,0.32
4015,Doesn't benefit,6,0.12
4016,Doesn't benefit,11,0.22
4017,Doesn't benefit,14,0.28
4018,Doesn't benefit,5,0.1
4019,Doesn't benefit,12,0.24
4020,Doesn't benefit,11,0.22
4021,Doesn't benefit,13,0.26
4022,Doesn't benefit,13,0.26
4023,Doesn't benefit,12,0.24
4024,Doesn't benefit,9,0.18
4025,Doesn't benefit,9,0.18
4026,Doesn't benefit,12,0.24
4027,Doesn't benefit,8,0.16
4028,Doesn't benefit,9,0.18
4029,Doesn't benefit,10,0.2
4030,Doesn't benefit,9,0.18
4031,Doesn't benefit,8,0.16
4032,Doesn't benefit,8,0.16
4033,Doesn't benefit,9,0.18
4034,Doesn't benefit,10,0.2
4035,Doesn't benefit,5,0.1
4036,Doesn't benefit,8,0.16
4037,Doesn't benefit,9,0.18
4038,Doesn't benefit,5,0.1
4039,Doesn't benefit,8,0.16
4040,Doesn't benefit,13,0.26
4041,Doesn't benefit,10,0.2
4042,Doesn't benefit,9,0.18
4043,Doesn't benefit,8,0.16
4044,Doesn't benefit,11,0.22
4045,Doesn't benefit,10,0.2
4046,Doesn't benefit,11,0.22
4047,Doesn't benefit,5,0.1
4048,Doesn't benefit,10,0.2
4049,Doesn't benefit,13,0.26
4050,Doesn't benefit,9,0.18
4051,Doesn't benefit,7,0.14
4052,Doesn't benefit,6,0.12
4053,Doesn't benefit,12,0.24
4054,Doesn't benefit,12,0.24
4055,Doesn't benefit,12,0.24
4056,Doesn't benefit,10,0.2
4057,Doesn't benefit,9,0.18
4058,Doesn't benefit,14,0.28
4059,Doesn't benefit,7,0.14
4060,Doesn't benefit,7,0.14
4061,Doesn't benefit,12,0.24
4062,Doesn't benefit,8,0.16
4063,Doesn't benefit,8,0.16
4064,Doesn't benefit,8,0.16
4065,Doesn't benefit,12,0.24
4066,Doesn't benefit,9,0.18
4067,Doesn't benefit,10,0.2
4068,Doesn't benefit,6,0.12
4069,Doesn't benefit,9,0.18
4070,Doesn't benefit,9,0.18
4071,Doesn't benefit,11,0.22
4072,Doesn't benefit,12,0.24
4073,Doesn't benefit,9,0.18
4074,Doesn't benefit,12,0.24
4075,Doesn't benefit,7,0.14
4076,Doesn't benefit,8,0.16
4077,Doesn't benefit,12,0.24
4078,Doesn't benefit,13,0.26
4079,Doesn't benefit,13,0.26
4080,Doesn't benefit,10,0.2
4081,Doesn't benefit,11,0.22
4082,Doesn't benefit,10,0.2
4083,Doesn't benefit,14,0.28
4084,Doesn't benefit,10,0.2
4085,Doesn't benefit,9,0.18
4086,Doesn't benefit,11,0.22
4087,Doesn't benefit,10,0.2
4088,Doesn't benefit,6,0.12
4089,Doesn't benefit,9,0.18
4090,Doesn't benefit,9,0.18
4091,Doesn't benefit,12,0.24
4092,Doesn't benefit,8,0.16
4093,Doesn't benefit,10,0.2
4094,Doesn't benefit,8,0.16
4095,Doesn't benefit,14,0.28
4096,Doesn't benefit,9,0.18
4097,Doesn't benefit,8,0.16
4098,Doesn't benefit,8,0.16
4099,Doesn't benefit,10,0.2
4100,Doesn't benefit,12,0.24
4101,Doesn't benefit,8,0.16
4102,Doesn't benefit,10,0.2
4103,Doesn't benefit,9,0.18
4104,Doesn't benefit,10,0.2
4105,Doesn't benefit,14,0.28
4106,Doesn't benefit,10,0.2
4107,Doesn't benefit,15,0.3
4108,Doesn't benefit,11,0.22
4109,Doesn't benefit,10,0.2
4110,Doesn't benefit,7,0.14
4111,Doesn't benefit,12,0.24
4112,Doesn't benefit,11,0.22
4113,Doesn't benefit,8,0.16
4114,Doesn't benefit,11,0.22
4115,Doesn't benefit,7,0.14
4116,Doesn't benefit,5,0.1
4117,Doesn't benefit,10,0.2
4118,Doesn't benefit,10,0.2
4119,Doesn't benefit,14,0.28
4120,Doesn't benefit,4,0.08
4121,Doesn't benefit,5,0.1
4122,Doesn't benefit,1,0.02
4123,Doesn't benefit,15,0.3
4124,Doesn't benefit,14,0.28
4125,Doesn't benefit,5,0.1
4126,Doesn't benefit,8,0.16
4127,Doesn't benefit,12,0.24
4128,Doesn't benefit,14,0.28
4129,Doesn't benefit,8,0.16
4130,Doesn't benefit,7,0.14
4131,Doesn't benefit,9,0.18
4132,Doesn't benefit,12,0.24
4133,Doesn't benefit,14,0.28
4134,Doesn't benefit,7,0.14
4135,Doesn't benefit,4,0.08
4136,Doesn't benefit,4,0.08
4137,Doesn't benefit,9,0.18
4138,Doesn't benefit,8,0.16
4139,Doesn't benefit,11,0.22
4140,Doesn't benefit,3,0.06
4141,Doesn't benefit,6,0.12
4142,Doesn't benefit,9,0.18
4143,Doesn't benefit,10,0.2
4144,Doesn't benefit,7,0.14
4145,Doesn't benefit,15,0.3
4146,Doesn't benefit,16,0.32
4147,Doesn't benefit,12,0.24
4148,Doesn't benefit,14,0.28
4149,Doesn't benefit,12,0.24
4150,Doesn't benefit,9,0.18
4151,Doesn't benefit,14,0.28
4152,Doesn't benefit,4,0.08
4153,Doesn't benefit,5,0.1
4154,Doesn't benefit,6,0.12
4155,Doesn't benefit,7,0.14
4156,Doesn't benefit,12,0.24
4157,Doesn't benefit,9,0.18
4158,Doesn't benefit,9,0.18
4159,Doesn't benefit,7,0.14
4160,Doesn't benefit,10,0.2
4161,Doesn't benefit,6,0.12
4162,Doesn't benefit,9,0.18
4163,Doesn't benefit,12,0.24
4164,Doesn't benefit,8,0.16
4165,Doesn't benefit,12,0.24
4166,Doesn't benefit,12,0.24
4167,Doesn't benefit,13,0.26
4168,Doesn't benefit,11,0.22
4169,Doesn't benefit,12,0.24
4170,Doesn't benefit,14,0.28
4171,Doesn't benefit,11,0.22
4172,Doesn't benefit,13,0.26
4173,Doesn't benefit,10,0.2
4174,Doesn't benefit,11,0.22
4175,Doesn't benefit,11,0.22
4176,Doesn't benefit,9,0.18
4177,Doesn't benefit,8,0.16
4178,Doesn't benefit,12,0.24
4179,Doesn't benefit,8,0.16
4180,Doesn't benefit,10,0.2
4181,Doesn't benefit,11,0.22
4182,Doesn't benefit,12,0.24
4183,Doesn't benefit,9,0.18
4184,Doesn't benefit,8,0.16
4185,Doesn't benefit,12,0.24
4186,Doesn't benefit,15,0.3
4187,Doesn't benefit,7,0.14
4188,Doesn't benefit,13,0.26
4189,Doesn't benefit,7,0.14
4190,Doesn't benefit,5,0.1
4191,Doesn't benefit,7,0.14
4192,Doesn't benefit,11,0.22
4193,Doesn't benefit,9,0.18
4194,Doesn't benefit,12,0.24
4195,Doesn't benefit,7,0.14
4196,Doesn't benefit,14,0.28
4197,Doesn't benefit,12,0.24
4198,Doesn't benefit,11,0.22
4199,Doesn't benefit,8,0.16
4200,Doesn't benefit,10,0.2
4201,Doesn't benefit,14,0.28
4202,Doesn't benefit,7,0.14
4203,Doesn't benefit,10,0.2
4204,Doesn't benefit,8,0.16
4205,Doesn't benefit,7,0.14
4206,Doesn't benefit,12,0.24
4207,Doesn't benefit,13,0.26
4208,Doesn't benefit,8,0.16
4209,Doesn't benefit,10,0.2
4210,Doesn't benefit,7,0.14
4211,Doesn't benefit,13,0.26
4212,Doesn't benefit,8,0.16
4213,Doesn't benefit,14,0.28
4214,Doesn't benefit,8,0.16
4215,Doesn't benefit,8,0.16
4216,Doesn't benefit,15,0.3
4217,Doesn't benefit,7,0.14
4218,Doesn't benefit,11,0.22
4219,Doesn't benefit,12,0.24
4220,Doesn't benefit,7,0.14
4221,Doesn't benefit,12,0.24
4222,Doesn't benefit,16,0.32
4223,Doesn't benefit,6,0.12
4224,Doesn't benefit,12,0.24
4225,Doesn't benefit,7,0.14
4226,Doesn't benefit,12,0.24
4227,Doesn't benefit,18,0.36
4228,Doesn't benefit,11,0.22
4229,Doesn't benefit,10,0.2
4230,Doesn't benefit,12,0.24
4231,Doesn't benefit,14,0.28
4232,Doesn't benefit,11,0.22
4233,Doesn't benefit,11,0.22
4234,Doesn't benefit,9,0.18
4235,Doesn't benefit,9,0.18
4236,Doesn't benefit,14,0.28
4237,Doesn't benefit,12,0.24
4238,Doesn't benefit,12,0.24
4239,Doesn't benefit,11,0.22
4240,Doesn't benefit,5,0.1
4241,Doesn't benefit,10,0.2
4242,Doesn't benefit,13,0.26
4243,Doesn't benefit,8,0.16
4244,Doesn't benefit,10,0.2
4245,Doesn't benefit,5,0.1
4246,Doesn't benefit,18,0.36
4247,Doesn't benefit,6,0.12
4248,Doesn't benefit,11,0.22
4249,Doesn't benefit,8,0.16
4250,Doesn't benefit,10,0.2
4251,Doesn't benefit,9,0.18
4252,Doesn't benefit,7,0.14
4253,Doesn't benefit,14,0.28
4254,Doesn't benefit,7,0.14
4255,Doesn't benefit,8,0.16
4256,Doesn't benefit,9,0.18
4257,Doesn't benefit,7,0.14
4258,Doesn't benefit,9,0.18
4259,Doesn't benefit,5,0.1
4260,Doesn't benefit,15,0.3
4261,Doesn't benefit,11,0.22
4262,Doesn't benefit,8,0.16
4263,Doesn't benefit,11,0.22
4264,Doesn't benefit,5,0.1
4265,Doesn't benefit,8,0.16
4266,Doesn't benefit,6,0.12
4267,Doesn't benefit,9,0.18
4268,Doesn't benefit,8,0.16
4269,Doesn't benefit,9,0.18
4270,Doesn't benefit,15,0.3
4271,Doesn't benefit,10,0.2
4272,Doesn't benefit,6,0.12
4273,Doesn't benefit,7,0.14
4274,Doesn't benefit,11,0.22
4275,Doesn't benefit,6,0.12
4276,Doesn't benefit,5,0.1
4277,Doesn't benefit,14,0.28
4278,Doesn't benefit,11,0.22
4279,Doesn't benefit,12,0.24
4280,Doesn't benefit,16,0.32
4281,Doesn't benefit,10,0.2
4282,Doesn't benefit,10,0.2
4283,Doesn't benefit,4,0.08
4284,Doesn't benefit,6,0.12
4285,Doesn't benefit,12,0.24
4286,Doesn't benefit,6,0.12
4287,Doesn't benefit,11,0.22
4288,Doesn't benefit,11,0.22
4289,Doesn't benefit,7,0.14
4290,Doesn't benefit,10,0.2
4291,Doesn't benefit,7,0.14
4292,Doesn't benefit,8,0.16
4293,Doesn't benefit,9,0.18
4294,Doesn't benefit,13,0.26
4295,Doesn't benefit,7,0.14
4296,Doesn't benefit,7,0.14
4297,Doesn't benefit,10,0.2
4298,Doesn't benefit,13,0.26
4299,Doesn't benefit,12,0.24
4300,Doesn't benefit,10,0.2
4301,Doesn't benefit,7,0.14
4302,Doesn't benefit,5,0.1
4303,Doesn't benefit,10,0.2
4304,Doesn't benefit,15,0.3
4305,Doesn't benefit,2,0.04
4306,Doesn't benefit,7,0.14
4307,Doesn't benefit,5,0.1
4308,Doesn't benefit,10,0.2
4309,Doesn't benefit,6,0.12
4310,Doesn't benefit,23,0.46
4311,Doesn't benefit,6,0.12
4312,Doesn't benefit,15,0.3
4313,Doesn't benefit,7,0.14
4314,Doesn't benefit,8,0.16
4315,Doesn't benefit,6,0.12
4316,Doesn't benefit,10,0.2
4317,Doesn't benefit,6,0.12
4318,Doesn't benefit,10,0.2
4319,Doesn't benefit,9,0.18
4320,Doesn't benefit,9,0.18
4321,Doesn't benefit,7,0.14
4322,Doesn't benefit,17,0.34
4323,Doesn't benefit,12,0.24
4324,Doesn't benefit,14,0.28
4325,Doesn't benefit,10,0.2
4326,Doesn't benefit,8,0.16
4327,Doesn't benefit,13,0.26
4328,Doesn't benefit,9,0.18
4329,Doesn't benefit,10,0.2
4330,Doesn't benefit,10,0.2
4331,Doesn't benefit,13,0.26
4332,Doesn't benefit,14,0.28
4333,Doesn't benefit,9,0.18
4334,Doesn't benefit,6,0.12
4335,Doesn't benefit,6,0.12
4336,Doesn't benefit,11,0.22
4337,Doesn't benefit,13,0.26
4338,Doesn't benefit,11,0.22
4339,Doesn't benefit,7,0.14
4340,Doesn't benefit,9,0.18
4341,Doesn't benefit,11,0.22
4342,Doesn't benefit,6,0.12
4343,Doesn't benefit,7,0.14
4344,Doesn't benefit,11,0.22
4345,Doesn't benefit,7,0.14
4346,Doesn't benefit,7,0.14
4347,Doesn't benefit,8,0.16
4348,Doesn't benefit,16,0.32
4349,Doesn't benefit,5,0.1
4350,Doesn't benefit,12,0.24
4351,Doesn't benefit,10,0.2
4352,Doesn't benefit,11,0.22
4353,Doesn't benefit,6,0.12
4354,Doesn't benefit,12,0.24
4355,Doesn't benefit,3,0.06
4356,Doesn't benefit,12,0.24
4357,Doesn't benefit,9,0.18
4358,Doesn't benefit,8,0.16
4359,Doesn't benefit,7,0.14
4360,Doesn't benefit,10,0.2
4361,Doesn't benefit,9,0.18
4362,Doesn't benefit,12,0.24
4363,Doesn't benefit,10,0.2
4364,Doesn't benefit,14,0.28
4365,Doesn't benefit,11,0.22
4366,Doesn't benefit,10,0.2
4367,Doesn't benefit,5,0.1
4368,Doesn't benefit,11,0.22
